Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
25 Triệu/Tháng,200 m²,4 PN,4,---,"Địa chỉ:  450/9B Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",16/06/2023,01/07/2023,8548,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 29
18 Triệu/Tháng,75 m²,4 PN,0,---,"Địa chỉ:  25/4A Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",06/06/2023,21/06/2023,7470,Quận Tân Bình,Đường Cửu Long,Lượt xem: 48
45 Triệu/Tháng,96 m²,4 PN,3,---,"Địa chỉ:  90e Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",25/05/2023,09/06/2023,6951,Quận Phú Nhuận,Đường Hoa Lan,Lượt xem: 31
30 Triệu/Tháng,120 m²,3 PN,4,---,"Địa chỉ:  343/5A Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",29/06/2023,14/07/2023,9483,Quận 10,Đường Tô Hiến Thành,Lượt xem: 44
15 Triệu/Tháng,52 m²,4 PN,3,---,"Địa chỉ:  128/10A Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",11/10/2023,26/10/2023,13860,Quận Bình Thạnh,Đường Lê Văn Duyệt,Lượt xem: 79
35 Triệu/Tháng,91 m²,4 PN,4,---,"Địa chỉ:  20/6 Đường Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh",19/08/2023,03/09/2023,12168,Quận 3,Đường Kỳ Đồng,Lượt xem: 58
29 Triệu/Tháng,77 m²,4 PN,4,---,"Địa chỉ:  40/15A Đường Trần Quang Diệu, Phường 13, Quận 3, Hồ Chí Minh",11/10/2023,26/10/2023,13739,Quận 3,Đường Trần Quang Diệu,Lượt xem: 46
48 Triệu/Tháng,75 m²,3 PN,3,---,"Địa chỉ:  79 Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",11/05/2023,26/05/2023,6327,Quận 1,Đường Trần Đình Xu,Lượt xem: 73
18 Triệu/Tháng,68 m²,4 PN,3,---,"Địa chỉ:  Hẻm 281 Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",01/09/2023,16/09/2023,9808,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 58
34 Triệu/Tháng,121 m²,4 PN,5,---,"Địa chỉ:  15/10 Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",11/05/2023,26/05/2023,6414,Quận Tân Bình,Đường Phạm Văn Hai,Lượt xem: 27
27 Triệu/Tháng,140 m²,1 PN,2,---,"Địa chỉ:  50A Đường Trần Khắc Chân, Phường 15, Phú Nhuận, Hồ Chí Minh",10/05/2023,25/05/2023,6316,Quận Phú Nhuận,Đường Trần Khắc Chân,Lượt xem: 58
30 Triệu/Tháng,72 m²,4 PN,3,---,"Địa chỉ:  48 Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh",20/09/2023,05/10/2023,13107,Quận Phú Nhuận,Đường Hồ Biểu Chánh,Lượt xem: 59
30 Triệu/Tháng,99 m²,5 PN,4,---,"Địa chỉ:  1073/12c Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",10/05/2023,25/05/2023,6311,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 23
37 Triệu/Tháng,125 m²,6 PN,4,---,"Địa chỉ:  26/16a Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",12/06/2023,27/06/2023,7999,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 28
45 Triệu/Tháng,400 m²,0 PN,0,---,"Địa chỉ:  392/16A Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",03/08/2023,18/08/2023,11336,Quận 10,Đường Cao Thắng,Lượt xem: 69
20 Triệu/Tháng,81 m²,2 PN,3,---,"Địa chỉ:  74/A1 Đường Trương Quốc Dung, Phường 10, Phú Nhuận, Hồ Chí Minh",13/05/2023,28/05/2023,6487,Quận Phú Nhuận,Đường Trương Quốc Dung,Lượt xem: 60
19.5 Triệu/Tháng,75 m²,4 PN,4,---,"Địa chỉ:  98C Đường Phan Xích Long, Phường 3, Bình Thạnh, Hồ Chí Minh",04/05/2023,19/05/2023,5365,Quận Bình Thạnh,Đường Phan Xích Long,Lượt xem: 49
24 Triệu/Tháng,54 m²,4 PN,2,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",04/05/2023,19/05/2023,5719,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 34
17 Triệu/Tháng,68 m²,4 PN,3,---,"Địa chỉ:  270/16a Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",31/07/2023,15/08/2023,11208,Quận Phú Nhuận,Đường Phan Đình Phùng,Lượt xem: 19
23 Triệu/Tháng,64 m²,4 PN,4,---,"Địa chỉ:  47/1c Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",17/06/2023,02/07/2023,8695,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 36
30 Triệu/Tháng,86 m²,5 PN,3,---,"Địa chỉ:  382/9A Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",13/05/2023,28/05/2023,6514,Quận 3,Đường Nguyễn Thị Minh Khai,Lượt xem: 71
36 Triệu/Tháng,64 m²,4 PN,4,---,"Địa chỉ:  2A Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh",15/04/2023,30/04/2023,5596,Quận 1,Đường Nguyễn Thị Minh Khai,Lượt xem: 44
28 Triệu/Tháng,72 m²,4 PN,5,---,"Địa chỉ:  181/10A Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",16/03/2023,31/03/2023,4490,Quận 10,Đường 3/2,Lượt xem: 39
23 Triệu/Tháng,64 m²,2 PN,3,---,"Địa chỉ:  305/A3 Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",15/05/2023,30/05/2023,6539,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 31
19 Triệu/Tháng,58 m²,4 PN,4,---,"Địa chỉ:  247/10A Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",18/09/2023,03/10/2023,13058,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,Lượt xem: 56
18 Triệu/Tháng,60 m²,4 PN,3,---,"Địa chỉ:  281/22b Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",03/07/2023,18/07/2023,9642,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 44
18 Triệu/Tháng,78 m²,2 PN,3,---,"Địa chỉ:  44a Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",20/07/2023,04/08/2023,10745,Quận Tân Bình,Đường Giải Phóng,Lượt xem: 55
17 Triệu/Tháng,48 m²,3 PN,3,---,"Địa chỉ:  131D Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",03/04/2023,18/04/2023,5216,Quận Phú Nhuận,Đường Hoa Lan,Lượt xem: 78
27 Triệu/Tháng,80 m²,6 PN,5,---,"Địa chỉ:  Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",07/10/2023,22/10/2023,13582,Quận 8,Đường Tạ Quang Bửu,Lượt xem: 44
50 Triệu/Tháng,105 m²,6 PN,4,---,"Địa chỉ:  570A Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",20/07/2023,04/08/2023,10753,Quận 10,Đường 3/2,Lượt xem: 44
70 Triệu/Tháng,108 m²,2 PN,3,---,"Địa chỉ:  80 Đường Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",03/05/2023,18/05/2023,6117,Quận 1,Đường Đề Thám,Lượt xem: 79
36 Triệu/Tháng,120 m²,6 PN,6,---,"Địa chỉ:  29/8A Đường Đoàn Thị Điểm, Phường 1, Phú Nhuận, Hồ Chí Minh",20/09/2023,05/10/2023,13095,Quận Phú Nhuận,Đường Đoàn Thị Điểm,Lượt xem: 69
43 Triệu/Tháng,104 m²,4 PN,2,---,"Địa chỉ:  Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",02/10/2023,17/10/2023,13032,Quận 5,Đường Cao Đạt,Lượt xem: 59
35 Triệu/Tháng,75 m²,3 PN,4,---,"Địa chỉ:  Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",10/06/2023,25/06/2023,7829,Quận 3,Đường Số 2 Cư xá Đô Thành,Lượt xem: 61
29 Triệu/Tháng,90 m²,3 PN,4,---,"Địa chỉ:  Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",28/04/2023,13/05/2023,6110,Quận Phú Nhuận,Đường Hoa Phượng,Lượt xem: 53
25 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  60/1 Đường Đại lộ Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",25/08/2023,09/09/2023,12556,Quận Tân Bình,Đường Đại lộ Thăng Long,Lượt xem: 34
45 Triệu/Tháng,80 m²,5 PN,3,---,"Địa chỉ:  Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh",21/08/2023,05/09/2023,6529,Quận 1,Đường Huỳnh Khương Ninh,Lượt xem: 65
55 Triệu/Tháng,63 m²,4 PN,3,---,"Địa chỉ:  86 Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",09/05/2023,24/05/2023,6264,Quận Phú Nhuận,Đường Lê Văn Sỹ,Lượt xem: 21
35 Triệu/Tháng,80 m²,2 PN,3,---,"Địa chỉ:  9/6a Đường Lý Văn Phức, Phường Tân Định, Quận 1, Hồ Chí Minh",03/07/2023,18/07/2023,9627,Quận 1,Đường Lý Văn Phức,Lượt xem: 75
45 Triệu/Tháng,160 m²,3 PN,4,---,"Địa chỉ:  Đường Tân Canh, Phường 1, Tân Bình, Hồ Chí Minh",16/05/2023,31/05/2023,6582,Quận Tân Bình,Đường Tân Canh,Lượt xem: 59
50 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",21/07/2023,05/08/2023,10852,Quận 10,Đường 3/2,Lượt xem: 45
40 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  Đường Ngô Gia Tự, Phường 2, Quận 10, Hồ Chí Minh",13/06/2023,28/06/2023,8150,Quận 10,Đường Ngô Gia Tự,Lượt xem: 59
22 Triệu/Tháng,81 m²,4 PN,3,---,"Địa chỉ:  156/2d Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",15/05/2023,30/05/2023,6555,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 27
17 Triệu/Tháng,81 m²,3 PN,3,---,"Địa chỉ:  737/27A Đường Cách Mạng Tháng Tám, Phường 6, Tân Bình, Hồ Chí Minh",07/02/2023,22/02/2023,3155,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 61
22 Triệu/Tháng,45 m²,4 PN,4,---,"Địa chỉ:   40/2a Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",14/02/2023,01/03/2023,3368,Quận 10,Đường Nguyễn Giản Thanh,Lượt xem: 59
22 Triệu/Tháng,90 m²,4 PN,4,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",14/01/2023,29/01/2023,2664,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 37
29 Triệu/Tháng,104 m²,5 PN,4,---,"Địa chỉ:  40/7A Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",28/03/2023,12/04/2023,4957,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 53
25 Triệu/Tháng,60 m²,2 PN,3,---,"Địa chỉ:  Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",24/03/2023,08/04/2023,4856,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 49
60 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  40 Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",17/04/2023,02/05/2023,5621,Quận 1,Đường Phạm Viết Chánh,Lượt xem: 58
26 Triệu/Tháng,95 m²,6 PN,4,---,"Địa chỉ:   400/3B Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",02/02/2023,17/02/2023,2880,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 30
55 Triệu/Tháng,104 m²,6 PN,7,---,"Địa chỉ:  403A Đường Ngô Gia Tự, Phường 3, Quận 10, Hồ Chí Minh",11/08/2023,26/08/2023,11756,Quận 10,Đường Ngô Gia Tự,Lượt xem: 61
30 Triệu/Tháng,72 m²,1 PN,2,---,"Địa chỉ:  407A Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",01/04/2023,16/04/2023,5167,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 64
21 Triệu/Tháng,81 m²,4 PN,4,---,"Địa chỉ:  40A Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",23/06/2023,08/07/2023,9129,Quận 10,Đường Nguyễn Giản Thanh,Lượt xem: 60
23 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:   40A Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",21/04/2023,06/05/2023,5225,Quận 10,Đường Nguyễn Giản Thanh,Lượt xem: 87
50 Triệu/Tháng,400 m²,0 PN,0,---,"Địa chỉ:  40A Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",16/06/2023,01/07/2023,8612,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 26
35 Triệu/Tháng,63 m²,3 PN,4,---,"Địa chỉ:  40A Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",19/04/2023,04/05/2023,5722,Quận 1,Đường Trần Quang Khải,Lượt xem: 74
33 Triệu/Tháng,40 m²,4 PN,4,---,"Địa chỉ:  416 Đường Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh",20/03/2023,04/04/2023,4675,Quận 10,Đường Nguyễn Tri Phương,Lượt xem: 99
17 Triệu/Tháng,52 m²,4 PN,3,---,"Địa chỉ:  419/20 Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",14/02/2023,01/03/2023,1631,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 65
18 Triệu/Tháng,70 m²,4 PN,3,---,"Địa chỉ:  41A Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh",22/03/2023,06/04/2023,4786,Quận Phú Nhuận,Đường Hoa Sứ,Lượt xem: 39
33 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 5, Phú Nhuận, Hồ Chí Minh",17/08/2023,01/09/2023,12052,Quận Phú Nhuận,Đường Nguyễn Văn Đậu,Lượt xem: 38
32 Triệu/Tháng,90 m²,5 PN,4,---,"Địa chỉ:  42/43 Đường Trần Thiện Chánh, Phường 12, Quận 10, Hồ Chí Minh",10/08/2023,25/08/2023,11714,Quận 10,Đường Trần Thiện Chánh,Lượt xem: 62
35 Triệu/Tháng,160 m²,4 PN,3,---,"Địa chỉ:  42/6A Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",09/02/2023,24/02/2023,3189,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 21
25 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  42 Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Hồ Chí Minh",24/08/2023,08/09/2023,12500,Quận 1,Đường Nguyễn Huệ,Lượt xem: 71
33 Triệu/Tháng,80 m²,5 PN,4,---,"Địa chỉ:  42A Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",22/05/2023,06/06/2023,5440,Quận Phú Nhuận,Đường Hoa Phượng,Lượt xem: 65
35 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  42A Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",18/04/2023,03/05/2023,4839,Quận Tân Bình,Đường Hoàng Việt,Lượt xem: 62
40 Triệu/Tháng,82 m²,4 PN,4,---,"Địa chỉ:  42A Đường Trần Thiện Chánh, Phường 12, Quận 10, Hồ Chí Minh",07/02/2023,22/02/2023,3127,Quận 10,Đường Trần Thiện Chánh,Lượt xem: 41
30 Triệu/Tháng,108 m²,4 PN,0,---,"Địa chỉ:  Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh",13/01/2023,28/01/2023,2577,Quận Phú Nhuận,Đường Trương Quốc Dung,Lượt xem: 31
23 Triệu/Tháng,72 m²,4 PN,4,---,"Địa chỉ:  42B Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",11/08/2023,26/08/2023,11762,Quận 10,Đường Nguyễn Giản Thanh,Lượt xem: 44
19 Triệu/Tháng,83 m²,2 PN,3,---,"Địa chỉ:  42E Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",31/07/2023,15/08/2023,11216,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 33
19 Triệu/Tháng,83 m²,4 PN,3,---,"Địa chỉ:  42E Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",09/02/2023,24/02/2023,3214,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 26
26 Triệu/Tháng,108 m²,5 PN,0,---,"Địa chỉ:  43/70 Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",27/05/2023,11/06/2023,7054,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 28
33 Triệu/Tháng,0 m²,5 PN,5,---,"Địa chỉ:  43/71C Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",13/06/2023,28/06/2023,8151,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 31
23 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  433/15A Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",11/07/2023,26/07/2023,9928,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 43
30 Triệu/Tháng,80 m²,5 PN,5,---,"Địa chỉ:  433/8A Đường Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",12/04/2023,27/04/2023,4821,Quận 3,Đường Hai Bà Trưng,Lượt xem: 83
25 Triệu/Tháng,60 m²,4 PN,4,---,"Địa chỉ:  Đường Bà Hạt, Phường 4, Quận 10, Hồ Chí Minh",20/12/2022,04/01/2023,1828,Quận 10,Đường Bà Hạt,Lượt xem: 86
25 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  436/2A Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",04/09/2023,19/09/2023,11647,Quận 10,Đường 3/2,Lượt xem: 63
50 Triệu/Tháng,120 m²,4 PN,4,---,"Địa chỉ:  436/8A Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",06/03/2023,21/03/2023,3921,Quận 10,Đường 3/2,Lượt xem: 27
46 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  436/ Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",17/07/2023,01/08/2023,10377,Quận 10,Đường 3/2,Lượt xem: 31
15 Triệu/Tháng,48 m²,0 PN,0,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",02/08/2023,17/08/2023,11284,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 136
25 Triệu/Tháng,100 m²,1 PN,2,---,"Địa chỉ:   436a/6 Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",13/03/2023,28/03/2023,4280,Quận 10,Đường 3/2,Lượt xem: 39
31 Triệu/Tháng,126 m²,4 PN,3,---,"Địa chỉ:  436A Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",14/03/2023,29/03/2023,4345,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 39
35 Triệu/Tháng,108 m²,6 PN,5,---,"Địa chỉ:  436b/2A Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",07/02/2023,22/02/2023,3132,Quận 10,Đường 3/2,Lượt xem: 24
31 Triệu/Tháng,100 m²,5 PN,4,---,"Địa chỉ:  436B Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",06/02/2023,21/02/2023,3070,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 39
40 Triệu/Tháng,80 m²,4 PN,4,---,"Địa chỉ:  436B Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",26/04/2023,11/05/2023,6010,Quận 10,Đường 3/2,Lượt xem: 43
24 Triệu/Tháng,80 m²,6 PN,5,---,"Địa chỉ:  449/1 Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",31/01/2023,15/02/2023,2872,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 63
38 Triệu/Tháng,119 m²,4 PN,4,---,"Địa chỉ:  44C Đường Trường Sơn, Phường 15, Quận 10, Hồ Chí Minh",03/04/2023,18/04/2023,5186,Quận 10,Đường Trường Sơn,Lượt xem: 65
8 Triệu/Tháng,78 m²,0 PN,0,---,"Địa chỉ:  45/1/8, Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",22/06/2023,07/07/2023,8916,Quận 10,Đường 3/2,Lượt xem: 74
25 Triệu/Tháng,100 m²,5 PN,4,---,"Địa chỉ:  45/2A Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",22/05/2023,06/06/2023,5044,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 102
18 Triệu/Tháng,81 m²,0 PN,0,---,"Địa chỉ:  45 Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",15/09/2023,30/09/2023,13016,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 28
14 Triệu/Tháng,160 m²,3 PN,2,---,"Địa chỉ:  450/16B Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",21/04/2023,06/05/2023,5823,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 53
16 Triệu/Tháng,67 m²,3 PN,3,---,"Địa chỉ:  450/6L Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",21/04/2023,06/05/2023,4812,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 72
25 Triệu/Tháng,86 m²,4 PN,4,---,"Địa chỉ:  451/38A Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",10/02/2023,25/02/2023,3247,Quận 10,Đường Tô Hiến Thành,Lượt xem: 41
21 Triệu/Tháng,150 m²,4 PN,3,---,"Địa chỉ:  453/14 Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",23/05/2023,07/06/2023,6808,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 73
30 Triệu/Tháng,90 m²,5 PN,4,---,"Địa chỉ:  543A Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",17/04/2023,02/05/2023,5644,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 40
35 Triệu/Tháng,200 m²,0 PN,0,---,"Địa chỉ:  454a Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh",27/09/2023,12/10/2023,13224,Quận 1,Đường Hai Bà Trưng,Lượt xem: 35
50 Triệu/Tháng,120 m²,4 PN,5,---,"Địa chỉ:  456/3B Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",03/02/2023,18/02/2023,2977,Quận 10,Đường Cao Thắng,Lượt xem: 37
420 Triệu/Tháng,257 m²,8 PN,9,Bắc,"Địa chỉ:  456 Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh",05/12/2022,20/12/2022,1502,Quận 7,Đường Nguyễn Thị Thập,Lượt xem: 204
17 Triệu/Tháng,150 m²,4 PN,4,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",03/12/2022,18/12/2022,1560,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 74
25 Triệu/Tháng,68 m²,2 PN,2,---,"Địa chỉ:  458/1A Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",02/03/2023,17/03/2023,3823,Quận 10,Đường 3/2,Lượt xem: 36
38 Triệu/Tháng,75 m²,3 PN,6,---,"Địa chỉ:  Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",21/04/2023,06/05/2023,5800,Quận 10,Đường Bà Hạt,Lượt xem: 85
35 Triệu/Tháng,74 m²,3 PN,4,---,"Địa chỉ:  45a/6 Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",01/04/2023,16/04/2023,5151,Quận 10,Đường 3/2,Lượt xem: 70
27 Triệu/Tháng,66 m²,3 PN,3,---,"Địa chỉ:  45A Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",27/04/2023,12/05/2023,5337,Quận 3,Đường Nguyễn Hiền,Lượt xem: 129
33 Triệu/Tháng,112 m²,6 PN,4,---,"Địa chỉ:  45B Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh",06/03/2023,21/03/2023,3875,Quận Phú Nhuận,Đường Hoa Sứ,Lượt xem: 28
38 Triệu/Tháng,119 m²,2 PN,3,---,"Địa chỉ:  45C Đường Trường Sơn, Phường 15, Quận 10, Hồ Chí Minh",07/09/2023,22/09/2023,12891,Quận 10,Đường Trường Sơn,Lượt xem: 48
35 Triệu/Tháng,96 m²,0 PN,0,---,"Địa chỉ:  45F Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",27/06/2023,12/07/2023,9351,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 30
22 Triệu/Tháng,88 m²,4 PN,4,---,"Địa chỉ:  46/5B Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",10/05/2023,25/05/2023,6309,Quận Phú Nhuận,Đường Nguyễn Công Hoan,Lượt xem: 83
